Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid () including VAT if charged,APC paid () excluding VAT,VAT (),Additional publication costs (),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in ,Amount of APC charged to RCUK OA fund (include VAT if charged) in ,Licence,Correct license applied,Problem-free open access publication,Notes
University of Sheffield,07/01/2015,"Rimmer, Stephen",Chemistry,,,10.1039/C4RA07263D,Stephen Rimmer,Royal Society of Chemistry,RSC Advances,2046-2069,Journal Article/Review (Hybrid journal),Poly(acrylic acid) Interpolymer Complexation: Use of a Fluorescence Time Resolved Anisotropy as a Poly(acrylamide) Probe,30/10/2014,RCUK,,,EPSRC,,,EP/L016281/1,,,07/01/2015,1040,,,GBP,1248,,,,,,,CC BY,Yes,Yes,
University of Sheffield,08/01/2015,"Gurney, Kevin",Psychology,,,10.1371/journal.pbio.1002034,Kevin Gurney,Public Library of Science,PLOS Biology,1544-9173,Journal Article/Review (Full OA journal),A new framework for cortico-striatal plasticity: behavioural theory meets in vitro data reinforcement-action interface,06/01/2015,RCUK,,,EPSRC,,,EP/J019534/1,,,03/02/2015,2900,,,USD,2314.44,,,,,,,CC BY,Yes,Yes,
University of Sheffield,08/01/2015,"Gurney, Kevin",Psychology,,,10.1371/journal.pbio.1002034,Kevin Gurney,Public Library of Science,PLOS Biology,1544-9173,Journal Article/Review (Full OA journal),A New Framework for Cortico-Striatal Plasticity: Behavioural Theory Meets In Vitro Data at the Reinforcement-Action Interface,06/01/2015,RCUK,,,EPSRC,,,EP/J019534/1,,,03/02/2015,2900,,,USD,2314.44,,,,,,,CC BY,Yes,Yes,
University of Sheffield,08/01/2015,"Sudbery, Peter",MBB,,,10.1371/journal.ppat.1004630,Peter Sudbery,Public Library of Science,PLOS Pathogens,1553-7366,Journal Article/Review (Full OA journal),Cell cycle-independent phospho-regulation of Fkh2 during hyphal growth regulates Candida albicans pathogenesis,24/01/2015,RCUK,,,BBSRC,,,BB/J002305/1,,,03/02/2015,2250,,,USD,1795.69,,,,,,,CC BY,Yes,Yes,
University of Sheffield,09/01/2015,"Moore, Emma",English,,,10.1111/josl.12107,Emma Moore,Wiley,Journal of Sociolinguistics,,Journal Article/Review (Hybrid journal),Dialect contact and distinctiveness: The social meaning of language variation in an island community,20/03/2015,RCUK,,,AHRC,,,AH/I026243/1,,,12/02/2015,1500,,,GBP,1800,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
University of Sheffield,13/01/2015,"Vasilaki, Eleni",Comp Sci,,,10.3389/fncom.2014.00175,Eleni Vasilaki,Frontiers,Frontiers in Computational Neuroscience,,Journal Article/Review (Full OA journal),"Adaptation of Short-term plasticity parameters via error-driven learning may explain the correlation between activity-dependent synaptic properties, connectivity motifs and target specificity",29/01/2015,RCUK,,,EPSRC,,,EP/J019534/1,,,22/01/2015,960,,,EUR,928.63,,,,,,,CC BY,Yes,Yes,
University of Sheffield,14/01/2015,"Greenhough, Sally",Physics and Astronomy,,,10.1063/1.4905907,Lloyd Tinkler,American Institute of Physics,Applied Physics Letters,,Journal Article/Review (Hybrid journal),Design and characterization of high optical quality InGaAs/GaAs/AlGaAs-based polariton microcavities.,13/01/2015,RCUK,,,EPSRC,,,EP/J007544/1,,,24/02/2015,2200,,,USD,1746.61,,,,,,,CC BY,Yes,Yes,
University of Sheffield,14/01/2015,"Parker, Lisa",Infection and Immunity,,,10.1371/journal.pone.0116055,Lisa Parker,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),Phosphoinositide-3 kinase inhibition modulates responses to rhinovirus by mechanisms that are predominantly independent of autophagy.,26/12/2014,RCUK,,,MRC,,,MR/J010154/1,,,25/02/2015,1350,,,USD,1066.35,,,,,,,CC BY,Yes,Yes,
University of Sheffield,15/01/2015,"Rowe, Richard",Psychology,,,10.1111/jsr.12282,Alice Gregory,Wiley,Journal of Sleep Research,,Journal Article/Review (Hybrid journal),A twin and molecular genetics study of sleep paralyis,09/02/2015,RCUK,,,ESRC,,,ES/J500215/1,,,16/01/2015,1500,,,GBP,1800,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
University of Sheffield,16/01/2015,"Cowton, Tom",Geography,,,10.1002/2014JC010324,Tom Cowton,Wiley,Journal of Geophysical Research: Oceans,2169-9291,Journal Article/Review (Hybrid journal),Modeling the impact of glacial runoff on fjord circulation and submarine melt rate using a new subgrid-scale parameterization for glacial plumes,12/02/2015,RCUK,,,NERC,,,NE/K014609/1,,,19/01/2015,1875,,,GBP,2250,,,293.7,Prepayment discount 25%,,,CC BY-NC-ND,No,No,Incorrect licence applied. Additional costs are page charges
University of Sheffield,19/01/2015,"Meredith, James",Mech Eng,,,10.1016/j.compstruct.2015.01.022,James Meredith,Elsevier,Composite Structures,0263-8223,Journal Article/Review (Hybrid journal),A Performance Versus Cost Analysis of Prepreg Carbon Fibre Epoxy Energy Absorption Structures,17/01/2015,RCUK,,,EPSRC,,,EP/E007252/1,,,02/03/2015,2394.06,,,EUR,2403.62,,,,,,,CC BY,Yes,Yes,
University of Sheffield,19/01/2015,"Poerio, Giulia",Psychology,,,10.1016/j.concog.2014.12.011,Giulia Poerio,Elsevier,Consciousness and Cognition,,Journal Article/Review (Hybrid journal),"Love is the triumph of the imagination: Daydreams about significant others are associated with increased happiness, love and connection",10/01/2015,RCUK,,,ESRC,,,ES-J500215-1,,,25/02/2015,1436.44,,,EUR,1312.97,,,,,,,CC BY,Yes,Yes,
University of Sheffield,19/01/2015,"Cumming, Denis",CBE,,,10.1016/j.jpowsour.2015.01.109,Denis Cumming,Elsevier,Journal of Power Sources,0378-7753,Journal Article/Review (Hybrid journal),Thermal imaging of solid oxide cells operating under electrolysis conditions,19/01/2015,RCUK,,,EPSRC,,,EP/K001329/1,,,24/03/2015,3160.16,,,EUR,2402.3,,,,,,,CC BY,Yes,Yes,
University of Sheffield,20/01/2015,"Wilson, Stuart",MBB,,,10.1093/nar/gkv070,Stuart Wilson,Oxford University Press,Nucleic Acids Research,1362-4962,Journal Article/Review (Full OA journal),Luzp4 defines a new mRNA export pathway in cancer cells,06/02/2015,RCUK,,,BBSRC,Wellcome Trust,,BB/E025293/1,083130/Z/07/Z,,02/03/2015,1704,,,GBP,1704,,,,,,,CC BY,Yes,Yes,
University of Sheffield,22/01/2015,"Walters, Kevin",SoMaS,,,10.1002/gepi.21891,Kevin Walters,Wiley,Genetic Epidemiology,,Journal Article/Review (Hybrid journal),Novel bayes factors that capture expert uncertainty in prior density specification in genetic association studies,27/02/2015,RCUK,,,EPSRC,,,EP/P50720/1,,,28/02/2015,1500,,,GBP,1800,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
University of Sheffield,26/01/2015,"Farrall, Stephen",Law,,,10.1093/bjc/azv006,Stephen Farrall,Oxford University Press,The British Journal of Criminology,,Journal Article/Review (Hybrid journal),"Collating Longitudinal Data on Crime, Victimisation and Social Attitudes in England and Wales",06/03/2015,RCUK,,,ESRC,,,ES/K006398/1,,,10/03/2015,2400,,,GBP,2400,,,,,,,CC BY,Yes,Yes,
University of Sheffield,27/01/2015,"Ayscough, Kathryn",BMS,,,10.1016/j.cub.2015.01.061,Kathryn Ayscough,Cell Press,Current Biology,0960-9822,Journal Article/Review (Hybrid journal),A Dynamin-Actin interaction is required for vesicle scission during endocytosis in yeast ,12/03/2015,RCUK,,,BBSRC,,,BB/K002511/1,,,12/03/2015,3990.1,,,EUR,3532.2,,,650.6,,,,CC BY,Yes,Yes,Additional charges are page charges
University of Sheffield,28/01/2015,"Haycock, John",MSE,,,10.1016/j.biomaterials.2015.01.055,John Haycock,Elsevier,Biomaterials,0142-9612,Journal Article/Review (Hybrid journal),Nerve Guides Manufactured from Photocurable Polymers to aid Peripheral Nerve Repair,14/02/2015,RCUK,,,EPSRC,,,EP/F500513/1,,,30/03/2015,3960,,,EUR,2913.37,,,1041.76,,,,CC BY,Yes,Yes,Additional costs are for page charges
University of Sheffield,28/01/2015,"Nassar, Mohammed",BMS,,,10.1371/journal.pone.0128670,Mohammed Nassar,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),Mouse DRG Cell Line with Properties of Nociceptors,08/06/2015,RCUK,,,MRC,,,G1000000,,,18/06/2015,1350,,,USD,1059.45,,,,,,,CC BY,Yes,Yes,
University of Sheffield,29/01/2015,"Dawson, Deborah",APS,,,10.1007/s12686-015-0429-3,Deborah Dawson,Springer,Conservation Genetics Resources,,Journal Article/Review (Hybrid journal),A marker suitable for sex-typing birds from degraded samples,07/02/2015,RCUK,,,NERC,,,NE/F006071/1,,,07/04/2015,2640,,,EUR,1917.17,,,,,,,CC BY,Yes,Yes,
University of Sheffield,03/02/2015,"Livingstone, Stephen",Geography,,,10.1016/j.quascirev.2015.01.030,Stephen Livingstone,Elsevier,Quaternary Science Reviews,,Journal Article/Review (Hybrid journal),"Discriminating between subglacial and proglacial lake sediments: an example from the Danischer Wohld Peninsula, northern Germany",16/02/2015,RCUK,,,NERC,,,NE/H015256/1,,,12/03/2015,2394.06,,,EUR,2118.42,,,,,,,CC BY,Yes,Yes,
University of Sheffield,04/02/2015,"Heath, James",MSE,,,10.1111/jace.13533,James Heath,Wiley,Journal of the American Ceramic Society,0002-7820,Journal Article/Review (Hybrid journal),Simulation of Impedance Spectra for Core-Shell Grain Structures using Finite Element Modeling,04/03/2015,RCUK,,,EPSRC,,,EP/G00500/1,,,04/02/2015,1500,,,GBP,1800,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
University of Sheffield,04/02/2015,"Coca, Daniel",ACSE,,,10.1007/s11071-015-1949-9,Daniel Coca,Springer,Nonlinear Dynamics,,Journal Article/Review (Hybrid journal),Reconstruction of one-dimensional chaotic maps from sequences of probability density functions,20/02/2015,RCUK,,,EPSRC,,,EP/H00453X/1,,,09/04/2015,2200,,,EUR,1927.73,,,,,,,CC BY,Yes,Yes,
University of Sheffield,05/02/2015,"Buckley, Alastair",Physics and Astronomy,,,10.1039/C4CP05244G,Alastair Buckley,Royal Society of Chemistry,Physical Chemistry Chemical Physics,1463-9084,Journal Article/Review (Hybrid journal),Solid state concentration quenching of organic fluorophores in PMMA,21/11/2014,RCUK,,,EPSRC,,,EP/I032541/1,,,17/02/2015,1040,,,GBP,1248,,,,,,,CC BY,Yes,Yes,
University of Sheffield,06/02/2015,"Hounslow, Mike",CBE,,,10.1016/j.ces.2014.12.055,Mike Hounslow,Elsevier,Chemical Engineering Science,0009-2509,Journal Article/Review (Hybrid journal),Aggregation of Growing Crystals in Suspension: III. Accounting for adhesion and repulsion,21/01/2015,RCUK,,,EPSRC,,,EP/F008147/1,,,21/04/2015,3160.16,,,EUR,2348.95,,,,,,,CC BY,Yes,Yes,
University of Sheffield,06/02/2015,"Parker, Kerry",Physics and Astronomy,,,10.1016/j.nima.2015.02.005,Kerry Parker,Elsevier,Nuclear Instruments and Methods in Physics Research A,0168-9002,Journal Article/Review (Hybrid journal),Upgrade to the Birmingham Irradiation Facility,10/02/2015,RCUK,,,STFC,,,262025,,,30/03/2015,2106.77,,,EUR,1549.95,,,,,,,CC BY,Yes,Yes,
University of Sheffield,10/02/2015,"Preiss, Judita",Comp Sci,,,10.1093/jamia/ocv002,Judita Preiss,Oxford University Press,Journal of the American Medical Informatics Association,,Journal Article/Review (Hybrid journal),Exploring Relation Types for Literature-based Discovery,13/05/2015,RCUK,,,EPSRC,,,EP/J008427/1,,,08/06/2015,2625.6,,,GBP,2625.6,,,,,,,CC BY,Yes,Yes,
University of Sheffield,10/02/2015,"Conboy, Martin",Journalism,,,10.1080/1461670X.2015.1017409,Martin Conboy,Taylor & Francis,Journalism Studies,,Journal Article/Review (Hybrid journal),IT IS NOBBUT (ONLY) AN OLIGARCHY THAT CALLS ITSELF A 'WE' : Perceptions of Journalism and Journalists in Britain 1880-1900',10/03/2015,RCUK,,,AHRC,,,AH/HO38930/1,,,18/02/2015,1519.8,,,GBP,1823.76,,,,Prepayment discount 15%,,,CC BY,Yes,Yes,
University of Sheffield,13/02/2015,"Foster, Andrew",Physics and Astronomy,,,10.1021/nl503933n,Andrew Foster,American Chemical Society,Nano Letters,1530-6984,Journal Article/Review (Hybrid journal),Linearly polarized emission from an embedded quantum dot using nanowire morphology control,12/02/2015,RCUK,,,EPSRC,,,EP/J007544,,,12/03/2015,5000,,,USD,3977.99,,,,,,,CC BY,Yes,Yes,
University of Sheffield,13/02/2015,"Speight, Vanessa",CSE,,,10.1002/wat2.1082,Vanessa Speight,Wiley,WIRES Water,,Journal Article/Review (Hybrid journal),Innovation in the water industry: barriers and opportunities for US and UK utilities,11/03/2015,RCUK,,,EPSRC,,,EP/I029346/1,,,12/03/2015,1500,,,GBP,1800,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
University of Sheffield,16/02/2015,"Conboy, Martin",Journalism,,,10.1075/jhp.15.2.01con,Martin Conboy,John Benjamins,Journal of Historical Pragmatics,,Journal Article/Review (Hybrid journal),Exploring the language of the popular in American and British newspapers 18331988: Introduction,24/04/2015,RCUK,,,AHRC,,,AH/HO38930/1,,,21/04/2015,850,,,EUR,751.43,,,,,,,CC BY,Yes,Yes,
University of Sheffield,17/02/2015,"Whitfield, Tanya",BMS,,,10.1016/j.gde.2015.02.006,Tanya Whitfield,Elsevier,Current Opinion in Genetics and Development,,Journal Article/Review (Hybrid journal),Development of the inner ear,19/03/2015,RCUK,,,BBSRC,,,BB/J003050,,,30/03/2015,3986.56,,,EUR,2932.91,,,,,,,CC BY,Yes,Yes,
University of Sheffield,17/02/2015,"Clayton, Richard",Comp Sci,,,10.1371/journal.pone.0130252,Richard Clayton,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),Bayesian sensitivity analysis of a cardiac cell model using a Gaussian process emulator,26/06/2015,RCUK,,,EPSRC,,,EP/L001101/1,,,08/06/2015,1350,,,USD,915.09,,,,,,,CC BY,Yes,Yes,
University of Sheffield,17/02/2015,"Armes, Steven",Chemistry,,,10.1039/C4SM01724B,Steve Armes,Royal Society of Chemistry,Soft Matter,1744-683X,Journal Article/Review (Hybrid journal),Are block copolymer worms more effective Pickering emulsifiers than block copolymer spheres?,12/09/2014,RCUK,,,EPSRC,,,EP/J007846/1,,,17/02/2015,1040,,,GBP,1248,,,,,,,CC BY,Yes,Yes,
University of Sheffield,23/02/2015,"Fraser, Gareth",APS,,,10.1098/rspb.2014.2700 ,Gareth Fraser,Royal Society,Proceedings of the Royal Society B,0962-8452,Journal Article/Review (Hybrid journal),Making teeth to order: conserved genes reveal an ancient molecular pattern in paddlefish (Actinopterygii),18/03/2015,RCUK,,,NERC,,,NE/K014595/1,,,09/04/2015,1440,,,GBP,1440,,,,,,,CC BY,Yes,Yes,
University of Sheffield,24/02/2015,"Wood, Matthew",Politics,,,10.1111/1467-9248.12192,Matthew Wood,Wiley,Political Studies,,Journal Article/Review (Hybrid journal),"Paradoxical Politics: Emergency, Security and the Depoliticisation of Flooding",12/02/2015,RCUK,,,ESRC,,,ES/H017844/1,,,24/02/2015,1500,,,GBP,1800,,,,Prepayment discount 25%,,,Unknown,No,Yes,"Copyright held by author, but no clear CC licence present"
University of Sheffield,25/02/2015,"Fraser, Gordon",Comp Sci,,,10.1002/stvr.1575,Gordon Fraser,Wiley,"Software Testing, Verification & Reliability",,Journal Article/Review (Hybrid journal),Assessing and Generating Test Sets in Terms of Behavioural Adequacy,20/03/2015,RCUK,,,EPSRC,,,EP/K030353/1,,,25/02/2015,1500,,,GBP,1800,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
University of Sheffield,27/02/2015,"Antoniadou, Ifgenia",Mech Eng,,,10.1016/j.ymssp.2015.03.003,Ifgenia Antoniadou,Elsevier,Mechanical Systems and Signal Processing,,Journal Article/Review (Hybrid journal),A time-frequency analysis approach for condition monitoring of a wind turbine gearbox under varying load conditions,24/04/2015,RCUK,,,EPSRC,,,EP/J016942/1,,,09/07/2015,2657.7,,,EUR,1929.76,,,,,,,CC BY-NC-ND,No,No,Incorrect licence
University of Sheffield,02/03/2015,"Gill, Richard",CSE,,,10.1111/gwmr.12107,Richard Gill,Wiley,Groundwater Monitoring and Remediation,,Journal Article/Review (Hybrid journal),Electrokinetic Migration of Nitrate Through Heterogeneous Granular Porous Media,07/04/2015,RCUK,,,EPSRC,,,EP/J500525/1,,,02/03/2015,1500,,,GBP,1800,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
University of Sheffield,02/03/2015,"Masters, Robert",MSE,,,10.1038/ncomms7928,Robert Masters,Nature Publishing Group,Nature Communications,2041-1723,Journal Article/Review (Full OA journal),Sub-nanometre resolution imaging of polymer-fullerene photovoltaic blends using energy-filtered scanning electron microscopy,24/04/2015,RCUK,,,EPSRC,EPSRC,,EP/I028641/1,EP/J017361/1,,21/05/2015,3780,,,GBP,3780,,,,,,,CC BY,Yes,Yes,
University of Sheffield,09/03/2015,"Dervillis, Nikolaos",Mech Eng,,,10.1016/j.jsv.2015.02.039,Nikolaos Dervillis,Elsevier,Journal of Sound and Vibration,0022-460X,Journal Article/Review (Hybrid journal),On Robust Regression Analysis as a Means of Exploring Environmental and Operational conditions for SHM data,20/03/2015,RCUK,,,EPSRC,,,EP/J016942/1,,,24/03/2015,3295.55,,,EUR,2505.22,,,,,,,CC BY-NC-ND,No,No,Incorrect licence
University of Sheffield,10/03/2015,"Gokhale, Paul",BMS,,,10.1371/journal.pone.0123467,Peter Andrews,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),Culture Adaptation Alters Transcriptional Hierarchies Among Single Human Embryonic Stem Cells Reflecting Altered Patterns of Differentiation,14/04/2015,RCUK,,,MRC,,,G0300268,,,24/03/2015,1350,,,USD,934.72,,,,,,,CC BY,Yes,Yes,
University of Sheffield,12/03/2015,"Rivolta, Marcelo",BMS,,,10.1016/j.heares.2015.03.002,Marcelo Rivolta,Elsevier,Hearing Research,0378-5955,Journal Article/Review (Hybrid journal),Aminoglycoside ototoxicity and hair cell ablation in the adult gerbil: A simple model to study hair cell loss and regeneration,14/03/2015,RCUK,,,MRC,,,G0900919,,,24/03/2015,1913.51,,,EUR,1454.35,,,,,,,CC BY,Yes,Yes,
University of Sheffield,13/03/2015,"Poole, Kris",Archaeology,,,10.1080/00665983.2015.1027871 ,Kristopher Poole,Taylor & Francis,Archaeological Journal,,Journal Article/Review (Hybrid journal),Foxes and Badgers in Anglo-Saxon Life and Landscape,20/04/2015,RCUK,,,AHRC,,,AH/J502312/1,,,16/04/2015,1519.8,,,GBP,1823.76,,,,Prepayment discount 15%,,,CC BY,Yes,Yes,
University of Sheffield,17/03/2015,"Reynolds, Steven",CVS,,,10.1016/j.radonc.2015.03.011,Steven Reynolds,Elsevier,Radiotherapy and Oncology,,Journal Article/Review (Hybrid journal),Measurement of the Acute Metabolic Response to Hypoxia in Rat Tumours in vivo using Magnetic Resonance Spectroscopy and Hyperpolarised Pyruvate,27/03/2015,RCUK,,,EPSRC,MRC,,C1276/A10345 ,C1276/A10345 ,C1276/A10345 ,25/06/2015,2200,,,EUR,1631.48,,,,,,,CC BY,Yes,Yes,Grant is one code from three funders
University of Sheffield,19/03/2015,"Norman, Paul",Psychology,,,10.1111/jocn.12841,Paul Norman,Wiley,Journal of Clinical Nursing,,Journal Article/Review (Hybrid journal),"Everythings fine, so why does it happen? A qualitative investigation of patients perceptions of non-cardiac chest pain",19/05/2015,RCUK,,,MRC,,,G0900203-3/1,,,16/03/2015,1500,,,GBP,1800,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
University of Sheffield,26/03/2015,"Armes, Steven",Chemistry,,,10.1021/acs.langmuir.5b00741,Steve Armes,American Chemical Society,Langmuir,0743-7463,Journal Article/Review (Hybrid journal),Preparation of Pickering double emulsions using block copolymer worms,03/04/2015,RCUK,,,EPSRC,,,EP/J007846/1,,,21/04/2015,2000,,,USD,1625.47,,,,,,,CC BY,Yes,Yes,
University of Sheffield,27/03/2015,"Boynton, Richard",ACSE,,,10.5194/angeo-33-405-2015,Richard Boynton,European Geosciences Union,Annales Geophysicae,1432-0576,Journal Article/Review (Full OA journal),Online NARMAX model for electron fluxes at GEO,27/03/2015,RCUK,,,EPSRC,,,EP/H00453X/1,,,21/04/2015,287,,,EUR,248.08,,,,,,,CC BY,Yes,Yes,
University of Sheffield,27/03/2015,"Totterdell, Peter",Psychology,,,10.3389/fpsyg.2015.00428,Peter Totterdell,Frontiers,Frontiers in Psychology,1664-1078,Journal Article/Review (Full OA journal),"Eliciting mixed emotions: A meta-analysis comparing models, types and measures.",15/04/2015,RCUK,,,ESRC,,,060-25-0044,,,21/04/2015,1600,,,EUR,1382.98,,,,,,,CC BY,Yes,Yes,
University of Sheffield,01/04/2015,"Gurney, Kevin",Psychology,,,10.1371/journal.pone.0124787,Kevin Gurney,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),Probablistic decision making with spikes: from ISI distributions to behaviour via information gain,29/04/2015,RCUK,,,EPSRC,,,EP/J0196090/1,,,08/06/2015,1350,,,USD,1062.78,,,,,,,CC BY,Yes,Yes,
